ticker,event_date,v,vol_z,tone,tone_z,direction
BHARATFORG,2025-12-30,7.0,9.688589379901245,-0.2774,-0.4447811282922897,-1.0
HEROMOTOCO,2023-04-12,6.0,5.12323543744979,1.6784,0.7390723028550827,1.0
HEROMOTOCO,2023-09-08,5.0,5.859058920046073,1.5529,0.6829152994572512,1.0
HEROMOTOCO,2023-10-03,5.0,3.9209170155714337,1.294,0.4727321652491415,1.0
HEROMOTOCO,2023-10-09,5.0,3.618120653050793,1.0472,0.29450537934382404,1.0
HEROMOTOCO,2023-10-19,5.0,3.252575177151003,0.8235,0.1812860418690204,1.0
HEROMOTOCO,2023-11-02,11.0,7.366756053240438,1.1499,0.37630738722813517,1.0
HEROMOTOCO,2023-11-09,8.0,3.9894935009548003,1.3562,0.6434154639462363,1.0
HEROMOTOCO,2024-03-27,8.0,3.258985829166091,1.3116,0.6322385427231997,1.0
HEROMOTOCO,2024-05-14,8.0,3.9309212969379628,1.3256,0.6388807078337201,1.0
HEROMOTOCO,2024-05-22,7.0,3.2093701400459396,0.9789,0.28400278913626453,1.0
HEROMOTOCO,2024-07-10,7.0,3.2051489920026577,0.7768,0.05567523229013102,1.0
HEROMOTOCO,2024-09-03,8.0,3.5377247785526267,1.0324,0.4782642229124044,1.0
HEROMOTOCO,2024-11-13,9.0,4.121224057787658,1.2372,1.0958095974583,1.0
HEROMOTOCO,2025-02-17,6.0,3.035273124877948,1.0903,0.3994168759736387,1.0
HEROMOTOCO,2025-05-20,6.0,3.034265038806217,1.1508,0.4571879958755038,1.0
HEROMOTOCO,2025-11-26,7.0,11.46617679248303,-0.6818,-0.6222993142904676,-1.0
COLPAL,2023-05-12,5.0,4.17413156494618,0.3756,-0.11896663253996567,-1.0
COLPAL,2023-05-25,5.0,3.398748025189657,2.0875,1.5846353042292398,1.0
COLPAL,2023-07-27,6.0,4.381143175299447,1.3291,1.0620564430020953,1.0
COLPAL,2023-10-31,8.0,10.341005679692557,-1.1535,-1.8018057167543797,-1.0
COLPAL,2024-03-15,5.0,6.064407663956238,1.5317,1.3061931784018568,1.0
COLPAL,2024-05-15,7.0,6.519100954017925,1.7334,0.6492386249824913,1.0
COLPAL,2024-07-29,11.0,9.065091950999172,0.463,-0.055710185866676136,-1.0
COLPAL,2024-11-18,5.0,4.582504381364937,2.7077,1.7986697494321242,1.0
COLPAL,2025-05-21,8.0,11.878698707450551,1.3106,0.30279093558413184,1.0
COLPAL,2025-07-22,8.0,5.66188155517034,1.4473,0.8946365292154628,1.0
COLPAL,2025-10-23,23.0,33.81058348439968,1.1877,0.3860253244917256,1.0
DABUR,2023-05-04,16.0,3.6880484553734387,1.7639,0.31069088422553226,1.0
DABUR,2023-07-07,14.0,3.9136320762123926,0.8894,-0.245673460664816,-1.0
DABUR,2023-08-03,17.0,5.3053746077052,2.3728,0.47799204323870387,1.0
DABUR,2023-09-25,18.0,5.97315828819667,0.7705,-0.12278323778851491,-1.0
DABUR,2023-10-19,24.0,7.211605256618795,-4.6118,-2.1656066509343095,-1.0
DABUR,2023-11-14,28.0,6.954790221870705,-3.2746,-1.7066736714544741,-1.0
DABUR,2024-04-04,14.0,4.3107732059276245,1.4732,0.03908144296475886,1.0
DABUR,2024-05-02,18.0,6.4216277248129865,1.1562,-0.11762127896005557,-1.0
DABUR,2024-06-05,16.0,3.9394309896934954,1.3298,-0.08187629736183671,-1.0
DABUR,2024-08-06,14.0,3.090896180370196,-0.0201,-0.36585215939778803,-1.0
DABUR,2024-08-22,17.0,3.740422630927873,1.946,0.6541312426679681,1.0
DABUR,2024-10-30,18.0,4.472700988487632,1.574,0.6733763085646567,1.0
DABUR,2025-02-03,11.0,3.0156789531587007,1.0665,0.39910288706832514,1.0
