ticker,event_date,v,vol_z,tone,tone_z,direction,intensity_percentile,novelty_days,tercile_label,tercile_mean_car5,tercile_n,calibration_disclaimer
FEDERALBNK,2026-09-03,14.0,3.964309033566684,0.2267052631578947,0.0211161077151412,1.0,33.057851239669425,31.0,mid,-0.00048690668795241357,80,Historical average across similarly-toned events in the locked study -- not a prediction. The primary test found no statistically significant relationship between tone and forward returns (permutation p=0.763). Not a trading signal.
