ticker,event_date,v,vol_z,tone,tone_z,direction,novelty_days,intensity_percentile
M&MFIN,2023-08-09,6.0,7.762242398251651,3.7641,2.6418602215708606,1.0,,84.7107438016529
M&MFIN,2023-09-02,9.0,9.050636040569389,0.0884,-0.3800744638777841,-1.0,24.0,88.01652892561984
M&MFIN,2024-04-03,17.0,22.23610677354388,-0.0735,-0.3591497442632769,-1.0,214.0,98.34710743801654
M&MFIN,2024-04-23,8.0,3.8107964061474178,-0.5071,-0.5623441319494635,-1.0,20.0,28.51239669421488
M&MFIN,2024-07-15,6.0,3.1801943908566903,1.3569,0.6329712965380356,1.0,83.0,11.570247933884298
M&MFIN,2024-07-31,6.0,3.224192980846505,1.5148,0.6092619667184802,1.0,16.0,15.289256198347108
M&MFIN,2024-09-10,5.0,3.1936941838069792,1.223,0.6546886257043758,1.0,41.0,12.809917355371901
M&MFIN,2025-01-21,7.0,9.834942814790114,-3.5767,-3.1471577663948413,-1.0,133.0,90.9090909090909
M&MFIN,2025-02-21,6.0,5.742903134783391,0.3629,0.119272988065406,1.0,31.0,67.35537190082646
MARICO,2024-08-06,6.0,9.502442728889168,1.3113,1.88990376329942,1.0,,89.25619834710744
MARICO,2026-06-19,6.0,25.80673520031808,-1.5698,-3.2755376824152527,-1.0,682.0,98.34710743801654
MPHASIS,2023-04-17,13.0,5.074140642357904,-0.5116,-0.6531691040867817,-1.0,,56.611570247933884
MPHASIS,2023-07-21,9.0,5.790739170690222,0.717,0.2886362418724352,1.0,95.0,67.76859504132231
MPHASIS,2023-10-03,7.0,3.915790409504024,3.4877,2.573202953534104,1.0,74.0,31.81818181818182
MPHASIS,2023-12-07,7.0,3.7653577745675135,2.5072,1.432971697942631,1.0,65.0,27.272727272727273
MPHASIS,2024-03-22,8.0,5.243759617428421,-1.3583,-1.552706599382922,-1.0,106.0,60.3305785123967
MPHASIS,2024-04-06,6.0,3.5821289443898325,0.3181,-0.4249090518233497,-1.0,15.0,22.31404958677686
MPHASIS,2024-04-25,7.0,4.137022092507982,1.2787,0.3884078396356443,1.0,19.0,38.84297520661157
MPHASIS,2024-06-10,20.0,11.88170467239295,0.9756,0.2276255788384958,1.0,46.0,95.0413223140496
MPHASIS,2024-09-18,11.0,4.023561192466761,0.0485,-0.5216677579222804,-1.0,100.0,34.710743801652896
MPHASIS,2025-01-23,6.0,3.033330650834319,0.959,0.2282280645209549,1.0,127.0,3.3057851239669422
MPHASIS,2025-03-20,8.0,4.100135499115986,0.4833,0.07592255215763,1.0,56.0,36.36363636363637
MPHASIS,2025-04-03,8.0,3.871462794162285,-2.11,-1.3607604772986193,-1.0,14.0,29.75206611570248
MPHASIS,2025-07-28,7.0,4.164735629212857,-1.0224,-1.0015206772739935,-1.0,116.0,40.082644628099175
MPHASIS,2025-08-21,7.0,4.122168882511927,1.2981,0.9192867577239489,1.0,24.0,38.429752066115704
MPHASIS,2025-09-22,17.0,9.640392871724128,-0.7467,-1.1269859062335692,-1.0,32.0,89.6694214876033
MPHASIS,2026-01-23,9.0,6.439300798031636,1.1459,0.2541354782573355,1.0,123.0,72.72727272727273
MPHASIS,2026-02-04,6.0,3.4437049035780545,-1.9307,-1.579315256670442,-1.0,12.0,21.487603305785125
MPHASIS,2026-03-17,6.0,3.258676293302139,-2.0545,-1.4522015526611285,-1.0,41.0,16.94214876033058
MPHASIS,2026-06-03,8.0,4.708915336890474,0.2813,0.0374104405601878,1.0,78.0,51.65289256198347
MPHASIS,2026-06-19,12.0,6.96490087648196,-2.2738,-1.1363484448112615,-1.0,16.0,77.68595041322314
NATIONALUM,2023-12-29,7.0,6.99948625251048,1.3502,0.819279567262459,1.0,,78.09917355371901
NATIONALUM,2024-04-03,10.0,7.043491113464039,0.1031,-0.0471508030636036,-1.0,96.0,78.51239669421487
NATIONALUM,2024-05-28,13.0,8.004262484975161,0.634,0.3353676448395635,1.0,55.0,86.36363636363636
NATIONALUM,2024-09-24,15.0,13.399922842233352,0.8938,0.3098341127784244,1.0,119.0,96.69421487603306
NATIONALUM,2024-11-18,13.0,5.825359366956507,0.5602,0.0695222991455139,1.0,55.0,68.18181818181819
NATIONALUM,2025-05-22,8.0,7.543509784472363,0.4452,0.2744588159071104,1.0,185.0,83.47107438016529
NATIONALUM,2025-08-28,8.0,5.535259615251719,0.8536,0.3125896254105771,1.0,98.0,64.46280991735537
NATIONALUM,2025-09-06,13.0,7.356244426110049,2.0737,0.9126995328506992,1.0,9.0,80.99173553719008
NATIONALUM,2025-12-10,5.0,3.230661581695148,-0.931,-0.5011766385286359,-1.0,95.0,16.115702479338843
NATIONALUM,2025-12-31,9.0,6.258244390722012,1.2294,0.2984357559276865,1.0,21.0,72.31404958677686
NATIONALUM,2026-01-30,8.0,4.471699103772653,-0.3026,-0.3944336975075978,-1.0,30.0,46.69421487603306
NATIONALUM,2026-03-05,7.0,3.3188540949169067,-1.0384,-0.8158212571860446,-1.0,34.0,17.768595041322314
NATIONALUM,2026-07-06,6.0,5.2710052015317945,-0.7526,-0.4950471712764444,-1.0,123.0,60.3305785123967
NATIONALUM,2026-07-17,6.0,4.515880947764511,0.2427765432098765,0.248042023078429,1.0,11.0,48.34710743801653
NHPC,2023-06-13,5.0,6.559234811341512,-0.8958,-0.7426299731059739,-1.0,,74.79338842975207
NHPC,2023-10-04,5.0,7.633917096104567,-3.1754,-3.072518512586876,-1.0,113.0,83.88429752066116
NHPC,2024-03-04,7.0,8.281327350632887,0.5698,0.4397971398980765,1.0,152.0,86.77685950413223
NHPC,2025-05-05,10.0,17.234263583624397,-2.5299,-3.1755230686250817,-1.0,427.0,97.93388429752066
NHPC,2025-07-11,5.0,3.698505345396831,2.2717,1.8892746508269296,1.0,67.0,26.03305785123967
NHPC,2025-12-27,7.0,9.650307675325086,-0.5473,-0.4374106093634168,-1.0,169.0,90.08264462809917
NHPC,2026-01-05,6.0,5.472180380174071,-2.3122,-1.57047054989214,-1.0,9.0,63.63636363636364
