ticker,event_date,v,vol_z,tone,tone_z,direction,novelty_days,intensity_percentile
NHPC,2026-06-02,6.0,11.744557016983904,0.4367,0.6533647894719279,1.0,148.0,94.21487603305785
NHPC,2026-07-08,5.0,4.96434806033043,1.7171,1.9833343235509333,1.0,36.0,54.13223140495868
NHPC,2026-07-22,6.0,4.956956416527803,-0.2758023529411764,-0.2127991478747433,-1.0,14.0,54.13223140495868
NMDC,2023-05-30,5.0,3.339382210728786,-1.09,-1.9390416170475784,-1.0,,18.59504132231405
NMDC,2023-06-18,5.0,3.8846077109132,0.7459,0.7269626426555502,1.0,19.0,30.578512396694215
NMDC,2023-10-02,5.0,5.281177420644043,0.6633,0.3095020635341879,1.0,106.0,61.570247933884296
NMDC,2024-01-20,5.0,4.573107322756655,-1.9186,-2.1909828543349623,-1.0,110.0,50.413223140495866
NMDC,2024-04-13,8.0,7.409067627185989,-2.618,-2.4401860724455933,-1.0,84.0,82.23140495867769
NMDC,2024-08-14,5.0,4.510956361440223,-1.1864,-1.6758000048584445,-1.0,123.0,48.34710743801653
NMDC,2024-09-24,5.0,3.8235782220279457,0.3736,-0.1132285536843019,-1.0,41.0,29.338842975206614
NMDC,2025-07-08,7.0,8.350289703327432,-4.1446,-4.184009122706358,-1.0,287.0,87.1900826446281
NMDC,2026-02-26,7.0,9.650307675325056,0.5166,0.3232663632163725,1.0,233.0,89.6694214876033
OIL,2023-04-07,5.0,3.638932340816644,0.3305,0.3895317841097785,1.0,,23.96694214876033
OIL,2023-05-29,5.0,3.4166815387342395,-1.0523,-0.8372140662997639,-1.0,52.0,20.66115702479339
OIL,2023-06-27,5.0,4.203781504096206,0.7167,0.73492350113202,1.0,29.0,41.735537190082646
OIL,2023-10-01,8.0,10.561958265305304,-1.739,-1.7144737284536904,-1.0,96.0,92.97520661157026
OIL,2023-11-21,5.0,4.163355270008253,-0.9269,-0.8661778007957852,-1.0,51.0,39.66942148760331
OIL,2023-11-30,5.0,3.406715408798218,0.9089,0.8395804041503109,1.0,9.0,20.24793388429752
OIL,2024-05-26,7.0,12.328243435451038,-1.4954,-1.582817128930003,-1.0,178.0,95.45454545454545
OIL,2025-09-14,5.0,7.337540880488464,1.6659,1.1080983739867587,1.0,476.0,80.57851239669422
OIL,2025-09-19,5.0,6.158262154348559,0.3797,-0.043073802730689,-1.0,5.0,71.90082644628099
OIL,2025-09-21,5.0,5.109447366354893,1.435,0.8437111464264219,1.0,2.0,57.02479338842976
OIL,2025-09-27,5.0,4.378124994520965,2.5246,1.6965279476533073,1.0,6.0,45.04132231404959
OIL,2025-10-26,8.0,6.442080764317687,0.8249,0.1997342190872521,1.0,29.0,73.14049586776859
OIL,2026-06-06,7.0,9.229610733162811,2.5041,2.786081422952858,1.0,223.0,88.42975206611571
PIIND,2025-11-12,5.0,47.32875564718733,0.0,-0.1054092553389459,-1.0,,100.0
PRESTIGE,2024-09-25,5.0,3.263525973890508,4.197,1.3669232824024635,1.0,,17.768595041322314
PRESTIGE,2024-12-07,10.0,7.369478392937111,1.4761,0.2709091270864656,1.0,73.0,81.81818181818183
PRESTIGE,2025-04-25,8.0,10.159805583008769,4.0893,2.0726555601564467,1.0,139.0,91.32231404958678
PRESTIGE,2025-08-09,6.0,4.5441742105127005,1.9434,0.5507088768008355,1.0,106.0,49.586776859504134
PRESTIGE,2025-12-23,5.0,4.830083354914229,1.7776,0.7879764232083669,1.0,136.0,52.892561983471076
PRESTIGE,2025-12-29,6.0,5.271579860429276,1.1456,0.3193137085289051,1.0,6.0,60.743801652892564
VOLTAS,2023-04-27,6.0,9.384684359278166,0.8898,1.2715525033069668,1.0,,88.84297520661157
